"","ist","country_code","district_name","year","district_population","live_births","surviving_infants","under5pop","under15pop","cba_women","pregnant_women"
"2432","CA","CAE","KUMBO WEST",2023,108723.428175617,3708.8383774913,3440.45922094001,NA,46810.9198749266,28684.7552021429,3757
"2433","CA","CAE","KUMBO WEST",2024,110074.0622636,3754.91201243378,3483.19887310229,NA,47392.4359762288,29041.096138329,3804
"2434","CA","CAE","KYE-OSSI",2023,37544.248,1172.53948799063,1100.13147983145,NA,15776.6445292582,8317.51605454283,1202
"2435","CA","CAE","KYE-OSSI",2024,51058,1594.58570532098,1496.11501333664,NA,21455.3216347512,11311.3394816923,1634
"2436","CA","CAE","LAGDO",2017,194774.331272038,8728.36603322669,8450.90794287109,NA,92898.974491697,47228.9616613712,NA
"2437","CA","CAE","LAGDO",2018,202072.896074361,9055.4345165112,8767.57954357275,NA,96380.0758307128,48998.7207203845,NA
"2438","CA","CAE","LAGDO",2019,209754,9400,9101,32931.378,100044,9531,7760.898
"2439","CA","CAE","LAGDO",2020,217676,9578,9360,NA,102743,52460,NA
"2440","CA","CAE","LAGDO",2021,224320,10052.3875799567,9732.84137270194,NA,106990.987066319,54393.2078251203,10193
"2441","CA","CAE","LAGDO",2022,231597.87124801,10378.5287289493,10048.6151172982,NA,110462.218470412,56157.9491023916,10524
"2442","CA","CAE","LAGDO",2023,239009.003127947,10710.6416482757,10370.1708010517,NA,113997.009461465,57955.0034736681,10861
"2443","CA","CAE","LAGDO",2024,242822.035814014,10881.513984293,10535.6114317687,NA,115815.661970374,58879.5892410417,11034
"2444","CA","CAE","LIMBE",2017,194191.166649446,6171.62400485558,5719.47437594511,NA,73713.7137285253,52366.3536400955,NA
"2445","CA","CAE","LIMBE",2018,198516.294573145,6309.08166463759,5846.86152109232,NA,75355.5043779544,53532.6846442236,NA
"2446","CA","CAE","LIMBE",2019,202831,6446,5974,31844.467,76993,6601,7504.747
"2447","CA","CAE","LIMBE",2020,202831,6085,5679,NA,75859,54359,NA
"2448","CA","CAE","LIMBE",2021,206887.111028387,6575.11607118025,6093.40553773096,NA,78533.0122867957,55789.9919271179,6733
"2449","CA","CAE","LIMBE",2022,211186.489089139,6711.75536998825,6220.03427721097,NA,80165.0284544163,56949.3791219446,6873
"2450","CA","CAE","LIMBE",2023,215410.218870922,6845.99047738802,6344.43496275519,NA,81768.3290235047,58088.3667043835,7010
"2451","CA","CAE","LIMBE",2024,219742.501692185,6983.67552824204,6472.03283969823,NA,83412.8356258779,59256.6271263249,7151
"2452","CA","CAE","LOGBABA",2017,225431.275604743,5567.10118355822,5358.43310771848,NA,81158.9833683755,61173.6223527175,NA
"2453","CA","CAE","LOGBABA",2018,232231.853442644,5735.04374090166,5520.0807821171,NA,83607.3037363497,63019.0449956936,NA
"2454","CA","CAE","LOGBABA",2019,239187,5907,5685,37552.359,86111,6043,8849.919
"2455","CA","CAE","LOGBABA",2020,246263,5910,5664,NA,85453,67230,NA
"2456","CA","CAE","LOGBABA",2021,265095,6546.61019992167,6301.22781712522,NA,95438.5793999686,71936.8746598727,6697
"2457","CA","CAE","LOGBABA",2022,272563.695630471,6731.05215089981,6478.75644899064,NA,98127.4332106511,73963.5994998052,6886
"2458","CA","CAE","LOGBABA",2023,279922.915412493,6912.79055897411,6653.68287311339,NA,100776.873907339,75960.6166863,7072
"2459","CA","CAE","LOGBABA",2024,287580.333874224,7101.89308375441,6835.69738948837,NA,103533.671054998,78038.5538488256,7265
"2460","CA","CAE","LOLODORF",2017,41630.4262910385,1300.1543865821,1219.86575630904,NA,17493.7166725299,9222.76400457334,NA
"2461","CA","CAE","LOLODORF",2018,42229.1591979058,1318.8533355146,1237.40998622292,NA,17745.3130352967,9355.40670833056,NA
"2462","CA","CAE","LOLODORF",2019,42871,1339,1256,6730.747,18015,1372,1586.227
"2463","CA","CAE","LOLODORF",2020,43533,1306,1262,NA,17544,10361,NA
"2464","CA","CAE","LOLODORF",2021,42762,1335.49441676007,1253.02342826396,NA,17969.2205676922,9473.45173951441,1369
"2465","CA","CAE","LOLODORF",2022,43446.2345525301,1356.86365638072,1273.07305000167,NA,18256.7459779735,9625.03639439262,1391
"2466","CA","CAE","LOLODORF",2023,44141.3743053706,1378.57347488281,1293.4422188017,NA,18548.8539136211,9779.03697670291,1413
"2467","CA","CAE","LOLODORF",2024,44394.6357785899,1386.48305075543,1300.86335344041,NA,18655.2781050429,9835.14427626845,1421
"2468","CA","CAE","LOMIE",2017,34384.6989509556,1212.80172592225,1124.78252983635,NA,15295.6482331064,8281.83538062229,NA
"2469","CA","CAE","LOMIE",2018,35180.9639486488,1240.8872288627,1150.82972483442,NA,15649.8577994726,8473.62230420864,NA
"2470","CA","CAE","LOMIE",2019,35997,1270,1178,5651.529,16013,1291,1331.889
"2471","CA","CAE","LOMIE",2020,36845,1290,1179,NA,15733,9138,NA
"2472","CA","CAE","LOMIE",2021,46604,1643.79544853655,1524.49684364726,NA,20731.2674533647,11224.9537687982,1672
"2473","CA","CAE","LOMIE",2022,47694.9448318896,1682.27476681963,1560.18352188967,NA,21216.5620436739,11487.7167355451,1711
"2474","CA","CAE","LOMIE",2023,48791.928563023,1720.96708645648,1596.06774289313,NA,21704.5429706784,11751.9342204626,1750
"2475","CA","CAE","LOMIE",2024,49923,1760.86173241117,1633.06703127204,NA,22207.6874318584,12024.3620075468,1791
"2476","CA","CAE","LOUM",2017,52965.8376280305,1667.08371811834,1561.42519691938,NA,20693.9760805376,12561.6782876118,NA
"2477","CA","CAE","LOUM",2018,53299.0433792155,1677.57126834807,1571.24805404689,NA,20824.1609724173,12640.7032523327,NA
"2478","CA","CAE","LOUM",2019,53639,1688,1581,8421.323,20957,1719,1984.643
"2479","CA","CAE","LOUM",2020,53970,1673,1565,NA,21156,12737,NA
"2480","CA","CAE","LOUM",2021,71320,2244.77542696838,2102.50323664015,NA,27865.0247057147,16914.6554759355,2285
"2481","CA","CAE","LOUM",2022,71726.0334301764,2257.55520636528,2114.47304316188,NA,28023.6636788388,17010.9526658282,2298
"2482","CA","CAE","LOUM",2023,72084.6635973272,2268.84298239711,2125.04540837769,NA,28163.781997233,17096.0074291573,2310
"2483","CA","CAE","LOUM",2024,72431.2352396642,2279.75122000791,2135.26229003418,NA,28299.1889991402,17178.2023243881,2321
"2484","CA","CAE","MADA",2017,148228.93000431,6942.1652312482,6748.55371361165,NA,75113.3314208081,33683.6826710873,NA
"2485","CA","CAE","MADA",2018,152591.672519677,7146.49025337571,6947.1802718871,NA,77324.1017775183,34675.0764189812,NA
"2486","CA","CAE","MADA",2019,157232,7364,7158,24685.424,79675,7489,5817.584
"2487","CA","CAE","MADA",2020,161994,7614,7452,NA,81969,36449,NA
"2488","CA","CAE","MADA",2021,168237,7879.22473686847,7659.47936805501,NA,85252.1942772916,38230.3354775006,8013
"2489","CA","CAE","MADA",2022,173436.777807305,8122.75153493037,7896.21439562639,NA,87887.1227878282,39411.9379191855,8261
"2490","CA","CAE","MADA",2023,178813.317919332,8374.55683251321,8140.99704189081,NA,90611.6235942509,40633.7079946802,8517
"2491","CA","CAE","MADA",2024,184271.553869931,8630.18827935087,8389.49912912247,NA,93377.5228415737,41874.0427100328,8777
"2492","CA","CAE","MAGA",2017,175381.595109081,8213.83525963327,7984.7578670244,NA,88872.636928266,39853.8800477858,NA
"2493","CA","CAE","MAGA",2018,180543.507438698,8455.58866296944,8219.76895845145,NA,91488.3775368532,41026.8779023999,NA
"2494","CA","CAE","MAGA",2019,186034,8713,8470,29207.338,94270,8861,6883.258
"2495","CA","CAE","MAGA",2020,191669,9008,8817,NA,96984,43125,NA
"2496","CA","CAE","MAGA",2021,202468,9482.40205201165,9217.94533123725,NA,102598.365822825,46009.020390631,9644
"2497","CA","CAE","MAGA",2022,208725.770960547,9775.47898366163,9502.84857821813,NA,105769.420380808,47431.0422001203,9942
"2498","CA","CAE","MAGA",2023,215196.269860324,10078.5188321551,9797.43688414289,NA,109048.272412613,48901.4045083241,10250
"2499","CA","CAE","MAGA",2024,221765.08716238,10386.1633323443,10096.5014216562,NA,112376.946181207,50394.1087835311,10563
"2500","CA","CAE","MAKARY",2017,202863.730174798,9500.9357097825,9235.96209989802,NA,102798.897606816,46098.9464909602,NA
"2501","CA","CAE","MAKARY",2018,208834.50943114,9780.5716496468,9507.79921376216,NA,105824.522369196,47455.7520333323,NA
"2502","CA","CAE","MAKARY",2019,215185,10078,9797,33784.045,109042,10249,7961.845
"2503","CA","CAE","MAKARY",2020,150120,7056,6906,NA,75961,33777,NA
"2504","CA","CAE","MAKARY",2021,135980,6368.4978911855,6190.88550359386,NA,68906.3248739939,30900.224196999,6477
"2505","CA","CAE","MAKARY",2022,140182.79597376,6565.33196454901,6382.23002976323,NA,71036.0441323186,31855.2715410453,6677
"2506","CA","CAE","MAKARY",2023,144528.462648946,6768.85725545003,6580.07916068589,NA,73238.1615004205,32842.7849588177,6884
"2507","CA","CAE","MAKARY",2024,148940.161172829,6975.47508708626,6780.93458381969,NA,75473.7397599648,33845.3035165288,7094
"2508","CA","CAE","MALANTOUEN",2017,125563.979553956,5081.1086789339,5162.03765246649,NA,63205.3437001194,29030.4228935819,NA
"2509","CA","CAE","MALENTOUEN",2018,127096.33735775,5143.11751748572,5225.03413209648,NA,63976.6891289945,29384.7043939487,NA
"2510","CA","CAE","MALENTOUEN",2019,128581,5203,5286,20187.217,64724,5292,4757.497
"2511","CA","CAE","MALENTOUEN",2020,130063,5203,5203,NA,66852,29654,NA
"2512","CA","CAE","MALENTOUEN",2021,149867,6064.56180419612,6161.15465287369,NA,75438.7944532723,34649.2871860826,6168
"2513","CA","CAE","MALENTOUEN",2022,151573.227871617,6133.60651970697,6231.29907285993,NA,76297.6611397167,35043.7674888081,6238
"2514","CA","CAE","MALENTOUEN",2023,153240.533378205,6201.07619142374,6299.84336266139,NA,77136.9354122536,35429.248931185,6306
"2515","CA","CAE","MALENTOUEN",2024,154909.06563717,6268.59550526062,6368.43808525405,NA,77976.8271971211,35815.0139990127,6375
"2516","CA","CAE","MAMFE",2017,80240.4163149423,2550.1349419403,2363.30525711783,NA,30458.7442351319,21637.9462025789,NA
"2517","CA","CAE","MAMFE",2018,82027.5731213045,2606.9328902553,2415.94203630891,NA,31137.1374261568,22119.8779348354,NA
"2518","CA","CAE","MAMFE",2019,83810,2664,2468,13158.17,31814,2728,3100.97
"2519","CA","CAE","MAMFE",2020,83810,2514,2347,NA,31345,22461,NA
"2520","CA","CAE","MAMFE",2021,85486.4214760142,2716.85916498446,2517.81481907432,NA,32450.0939413711,23052.604583814,2782
"2521","CA","CAE","MAMFE",2022,87262.9383559651,2773.31896390584,2570.1382225979,NA,33124.4482849906,23531.6671116737,2840
"2522","CA","CAE","MAMFE",2023,89008.1971230844,2828.78534318395,2621.54098704986,NA,33786.9372506904,24002.3004539072,2897
"2523","CA","CAE","MAMFE",2024,90798.3103561943,2885.67725022324,2674.26484129857,NA,34466.4526822307,24485.0294278263,2955
"2524","CA","CAE","MANJO",2017,37042.7549675754,1165.90950782984,1092.01503383897,NA,14472.7605487833,8785.26974419568,NA
"2525","CA","CAE","MANJO",2018,37275.7893072118,1173.24419318115,1098.88485230971,NA,14563.8080478193,8840.53748913414,NA
"2526","CA","CAE","MANJO",2019,37514,1181,1106,5889.698,14657,1202,1388.018
"2527","CA","CAE","MANJO",2020,37745,1170,1095,NA,14796,8908,NA
"2528","CA","CAE","MANJO",2021,41310,1300.21975445967,1217.8127973304,NA,16139.9911748889,9797.31376487514,1324
"2529","CA","CAE","MANJO",2022,41545.1828519432,1307.62206358595,1224.74595363176,NA,16231.8781067419,9853.09106317108,1331
"2530","CA","CAE","MANJO",2023,41752.9087662029,1314.16017390388,1230.86968339992,NA,16313.0374972756,9902.35651848693,1338
"2531","CA","CAE","MANJO",2024,41953.6501367152,1320.47844782006,1236.78750983331,NA,16391.4679971184,9949.96547981592,1344
"2532","CA","CAE","MANOKA",2017,19572.3777322447,616.034668826219,576.990851525351,NA,7647.01050278435,4641.89604859494,NA
"2533","CA","CAE","MANOKA",2018,19695.5066983256,619.910115789294,580.620675553804,NA,7695.11750897944,4671.09801214467,NA
"2534","CA","CAE","MANOKA",2019,19821,624,584,3111.897,7744,635,733.377
"2535","CA","CAE","MANOKA",2020,19943,618,578,NA,7818,4707,NA
"2536","CA","CAE","MANOKA",2021,30721,966.934182443851,905.65061599582,NA,12002.8242286071,7285.96650134905,984
"2537","CA","CAE","MANOKA",2022,30895.8983876675,972.439056292035,910.806595050141,NA,12071.157766091,7327.44639437615,990
"2538","CA","CAE","MANOKA",2023,31050.3778796059,977.301251573495,915.360628025391,NA,12131.5135549214,7364.08362634803,995
"2539","CA","CAE","MANOKA",2024,31199.6631771975,981.999961159043,919.761536906058,NA,12189.8399501204,7399.48897374546,1000
"2540","CA","CAE","MAROUA 1",2017,173102.925618708,8107.11587557566,7881.01480248965,NA,87717.9469725068,39336.0730311407,NA
"2541","CA","CAE","MAROUA 1",2018,178197.771092591,8345.72826457659,8112.97247999604,NA,90299.7022115584,40493.8305498352,NA
"2542","CA","CAE","MAROUA 1",2019,183616,8600,8360,28827.712,93046,8746,6793.792
"2543","CA","CAE","MAROUA 1",2020,189178,8891,8702,NA,95724,42565,NA
"2544","CA","CAE","MAROUA 1",2021,202035,9462.12289634991,9198.23174524625,NA,102378.947977036,45910.6250598669,9623
"2545","CA","CAE","MAROUA 1",2022,208279.388031758,9754.57305087262,9482.52569542002,NA,105543.220887432,47329.6057199227,9920
"2546","CA","CAE","MAROUA 1",2023,214736.049060743,10056.9648154497,9776.48399197804,NA,108815.060734942,48796.8234972403,10228
"2547","CA","CAE","MAROUA 1",2024,221290.818227332,10363.9513841703,10074.9089472129,NA,112136.615769999,50286.335460817,10540
"2548","CA","CAE","MAROUA 2",2017,178950.524206991,8380.98276245595,8147.24375771129,NA,90681.151326507,40664.8868816482,NA
"2549","CA","CAE","MAROUA 2",2018,184217.478910653,8627.6557285042,8387.03720912317,NA,93350.1209684187,41861.7546649884,NA
"2550","CA","CAE","MAROUA 2",2019,189819,8890,8642,29801.583,96189,9041,7023.303
"2551","CA","CAE","MAROUA 2",2020,195569,9192,8996,NA,98958,44003,NA
"2552","CA","CAE","MAROUA 2",2021,208783,9778.15925294441,9505.45409690276,NA,105798.420548368,47444.0469813358,9944
"2553","CA","CAE","MAROUA 2",2022,215235.95155015,10080.3772875014,9799.24350863404,NA,109068.380659493,48910.4218131642,10252
"2554","CA","CAE","MAROUA 2",2023,221908.266048205,10392.8689834139,10103.0200574017,NA,112449.500459937,50426.6448893723,10570
"2555","CA","CAE","MAROUA 2",2024,228681.965510713,10710.1089506334,10411.4124519314,NA,115881.99594282,51965.9067810813,10892
"2556","CA","CAE","MAROUA 3",2017,144385.771417948,6762.17444324456,6573.58272684655,NA,73165.8543352506,32810.3596681222,NA
"2557","CA","CAE","MAROUA 3",2018,148635.400309966,6961.20189314258,6767.05945800733,NA,75319.3056444671,33776.0493689413,NA
"2558","CA","CAE","MAROUA 3",2019,153155,7173,6973,24045.335,77610,7295,5666.735
"2559","CA","CAE","MAROUA 3",2020,157794,7416,7259,NA,79844,35504,NA
"2560","CA","CAE","MAROUA 3",2021,182918,8566.79583218024,8327.874647348,NA,92691.6247485014,41566.459844585,8712
"2561","CA","CAE","MAROUA 3",2022,188571.530180381,8831.57370415779,8585.26807313009,NA,95556.4871348393,42851.1734059783,8982
"2562","CA","CAE","MAROUA 3",2023,194417.247615972,9105.35248898668,8851.41138339713,NA,98518.7382360194,44179.5597815636,9260
"2563","CA","CAE","MAROUA 3",2024,200351.789979494,9383.29130739554,9121.59870718583,NA,101526.000363386,45528.1308180352,9543
"2564","CA","CAE","MASSANGAM",2017,46559.123618607,1884.07509814869,1914.08356153458,NA,23436.5414440043,10764.4808089402,NA
"2565","CA","CAE","MASSANGAM",2018,47127.3218922536,1907.06797548371,1937.44265618138,NA,23722.5563290312,10895.8483892762,NA
"2566","CA","CAE","MASSANGAM",2019,47678,1929,1960,7485.446,24000,1962,1764.086
"2567","CA","CAE","MASSANGAM",2020,48227,1929,1929,NA,24789,10996,NA
"2568","CA","CAE","MASSANGAM",2021,50383,2038.81319690668,2071.28623963738,NA,25361.3722896916,11648.56196692,2073
"2569","CA","CAE","MASSANGAM",2022,55377.3713951872,2240.91688884168,2276.60892281405,NA,27875.3971057274,12803.2618593966,2279
"2570","CA","CAE","MASSANGAM",2023,55986.5224805343,2265.56697461894,2301.651620965,NA,28182.0264738904,12944.09773985,2304
"2571","CA","CAE","MASSANGAM",2024,56596.121760612,2290.2351971751,2326.71274476703,NA,28488.8814505606,13085.0372430351,2329
"2572","CA","CAE","MAYO OULO",2017,132257.614163652,5926.82238754192,5738.42002044776,NA,63081.190649097,32069.8818369209,NA
"2573","CA","CAE","MAYO OULO",2018,137213.558621373,6148.9116997466,5953.4495374722,NA,65444.9628913289,33271.6013307627,NA
"2574","CA","CAE","MAYO OULO",2019,142430,6383,6180,22361.51,67933,6472,5269.91
"2575","CA","CAE","MAYO OULO",2020,147809,6504,6356,NA,69766,35622,NA
"2576","CA","CAE","MAYO OULO",2021,147702,6618.9272037035,6408.52414600046,NA,70447.4980905377,35814.8430018987,6712
"2577","CA","CAE","MAYO OULO",2022,152494.065527254,6833.67265657666,6616.44325095925,NA,72733.1071349714,36976.8250638438,6929
"2578","CA","CAE","MAYO OULO",2023,157373.875624126,7052.35018158711,6828.16943498995,NA,75060.5665632905,38160.0834658868,7151
"2579","CA","CAE","MAYO OULO",2024,177267,7943.81503716205,7691.29632495879,NA,84548.7308500586,42983.7766206116,8055
"2580","CA","CAE","MBALMAYO",2017,120175.964080539,4288.62855323355,4042.12189508555,NA,52747.1867755978,27048.1930639927,NA
"2581","CA","CAE","MBALMAYO",2018,122113.255621232,4357.76320824481,4107.28274995127,NA,53597.4955666904,27484.2223150565,NA
"2582","CA","CAE","MBALMAYO",2019,124165,4431,4176,19493.905,54498,4542,4594.105
"2583","CA","CAE","MBALMAYO",2020,126218,4455,4165,NA,54526,29283,NA
"2584","CA","CAE","MBALMAYO",2021,128237.161641019,4576.30240129158,4313.26049929088,NA,56285.3775994524,28862.5394652143,4691
"2585","CA","CAE","MBALMAYO",2022,130397.314147606,4653.39012669463,4385.91728894432,NA,57233.5036960514,29348.7283840456,4770
"2586","CA","CAE","MBALMAYO",2023,132483.671173967,4727.84436872174,4456.09196556743,NA,58149.2397551882,29818.3080381903,4846
"2587","CA","CAE","MBALMAYO",2024,132484,4727.85610328716,4456.10302564018,NA,58149.3840822865,29818.3820475821,4846
"2588","CA","CAE","MBANDJOCK",2017,58494.6925008064,2087.45576031704,1967.4706095584,NA,25674.2726744711,13165.492351868,NA
"2589","CA","CAE","MBANDJOCK",2018,59437.6537145921,2121.10650251806,1999.18713621681,NA,26088.1537000676,13377.7261138975,NA
"2590","CA","CAE","MBANDJOCK",2019,60436,2157,2033,9488.452,26526,2211,2236.132
"2591","CA","CAE","MBANDJOCK",2020,61435,2169,2027,NA,26540,14253,NA
"2592","CA","CAE","MBANDJOCK",2021,62418.4161513405,2227.47871258894,2099.44516370019,NA,27396.4588523315,14048.6109991066,2283
"2593","CA","CAE","MBANDJOCK",2022,63469.8531636781,2265.00054840309,2134.81027686063,NA,27857.9516716059,14285.2595795605,2322
"2594","CA","CAE","MBANDJOCK",2023,64485.370814297,2301.24055717754,2168.9672412904,NA,28303.6788983516,14513.8237328335,2359
"2595","CA","CAE","MBANDJOCK",2024,65501.0978709287,2337.48803886567,2203.13124909724,NA,28749.498036805,14742.4350174468,2396
"2596","CA","CAE","MBANG",2017,30111.8127644572,1062.09039501758,985.009087544252,NA,13394.9026677024,7252.67586850356,NA
"2597","CA","CAE","MBANG",2018,30809.1282347955,1086.68579447549,1007.81947363895,NA,13705.095645021,7420.62999082816,NA
"2598","CA","CAE","MBANG",2019,31524,1112,1031,4949.268,14023,1131,1166.388
"2599","CA","CAE","MBANG",2020,32267,1129,1033,NA,13778,8002,NA
"2600","CA","CAE","MBANG",2021,33533,1182.76098137018,1096.92199506531,NA,14916.7794934701,8076.69673695628,1203
"2601","CA","CAE","MBANG",2022,34317.9680938922,1210.4480249713,1122.599648947,NA,15265.9637587013,8265.76270906,1231
"2602","CA","CAE","MBANG",2023,35107.2813600518,1238.28832954564,1148.41944087278,NA,15617.0809251515,8455.87525136838,1259
"2603","CA","CAE","MBANG",2024,45697.9778707146,1611.83864112962,1494.85930445814,NA,20328.2336562469,11006.7309442609,1639
"2604","CA","CAE","MBANGA",2017,64635.9025710606,2034.39548221311,1905.45701568721,NA,25253.5196581432,15329.4170410211,NA
"2605","CA","CAE","MBANGA",2018,65042.5241866945,2047.19377456938,1917.44416183076,NA,25412.3884378055,15425.853728311,NA
"2606","CA","CAE","MBANGA",2019,65458,2060,1930,10276.906,25575,2097,2421.946
"2607","CA","CAE","MBANGA",2020,65861,2042,1910,NA,25817,15543,NA
"2608","CA","CAE","MBANGA",2021,83149,2617.08962390625,2451.22043779293,NA,32486.6648801945,19720.0881683758,2664
"2609","CA","CAE","MBANGA",2022,83622.3773651954,2631.98903328754,2465.17553373341,NA,32671.615412672,19832.3570276352,2679
"2610","CA","CAE","MBANGA",2023,84040.4892520213,2645.14897845397,2477.50141140208,NA,32834.9734897354,19931.5188127734,2693
"2611","CA","CAE","MBANGA",2024,84444.5426099669,2657.86643567635,2489.41284568217,NA,32992.8388402904,20027.3463975118,2706
"2612","CA","CAE","MBANKOMO",2017,30943.1120268794,1104.2433882656,1040.77243384635,NA,13581.4355390253,6964.41484374433,NA
"2613","CA","CAE","MBANKOMO",2018,31441.929154173,1122.04429705232,1057.55016179972,NA,13800.3744955922,7076.6843983586,NA
"2614","CA","CAE","MBANKOMO",2019,31970,1141,1075,5019.29,14032,1169,1182.89
"2615","CA","CAE","MBANKOMO",2020,32499,1147,1072,NA,14039,7540,NA
"2616","CA","CAE","MBANKOMO",2021,33018.7229120776,1178.31414089712,1110.58566371248,NA,14492.4549418872,7431.57584701234,1208
"2617","CA","CAE","MBANKOMO",2022,33574.9226606535,1198.16281980137,1129.29345772903,NA,14736.5800649693,7556.76059836196,1228
"2618","CA","CAE","MBANKOMO",2023,34112.1214232239,1217.33342491819,1147.36215305269,NA,14972.3653460088,7677.66876793575,1248
"2619","CA","CAE","MBANKOMO",2024,34112,1217.32909177962,1147.35806897918,NA,14972.3120513795,7677.64143901996,1248
"2620","CA","CAE","MBENGWI",2017,54810.2885417998,1869.72122785573,1734.42436262609,NA,23598.5938661489,14460.7260437079,NA
"2621","CA","CAE","MBENGWI",2018,55622.8741738479,1897.4406332103,1760.13793492136,NA,23948.452967831,14675.1124029977,NA
"2622","CA","CAE","MBENGWI",2019,56469,1926,1787,8865.633,24313,1951,2089.353
"2623","CA","CAE","MBENGWI",2020,56469,1807,1694,NA,24169,14908,NA
"2624","CA","CAE","MBENGWI",2021,45144,1539.97903232982,1428.54298909008,NA,19436.7690781444,11910.4466311885,1560
"2625","CA","CAE","MBENGWI",2022,45727.2054396127,1559.87368385703,1446.99802280348,NA,19687.868436971,12064.3150802299,1580
"2626","CA","CAE","MBENGWI",2023,46275.931904888,1578.59216806331,1464.36199907712,NA,19924.1228582147,12209.0868611927,1599
"2627","CA","CAE","MBENGWI",2024,46850.8020329984,1598.20248047698,1482.55326903879,NA,20171.6334450037,12360.7561855929,1619
"2628","CA","CAE","MBONGE",2017,88345.9173654041,2807.73731241637,2602.03499113297,NA,33535.5401284208,23823.7074900884,NA
"2629","CA","CAE","MBONGE",2018,90313.6041594779,2870.27271637872,2659.9888846739,NA,34282.4613378062,24354.321648751,NA
"2630","CA","CAE","MBONGE",2019,92276,2933,2718,14487.332,35027,3003,3414.212
"2631","CA","CAE","MBONGE",2020,92276,2768,2584,NA,34511,24730,NA
"2632","CA","CAE","MBONGE",2021,94121.8487444171,2991.30321484213,2772.15236613756,NA,35728.0464073329,25381.2678591464,3063
"2633","CA","CAE","MBONGUE",2022,96077.8208178715,3053.46631118497,2829.7612283078,NA,36470.5207843672,25908.7229801796,3127
"2634","CA","CAE","MBONGUE",2023,97999.377234229,3114.53563740867,2886.35645287396,NA,37199.9312000545,26426.8974397832,3189
"2635","CA","CAE","MBONGUE",2024,114552.124591394,3640.60144513002,3373.88127696498,NA,43483.2472805915,30890.5763844864,3728
"2636","CA","CAE","MBOUDA",2017,189405.72931837,7664.54757565105,7786.62407648656,NA,95341.4686510082,43790.6511095947,NA
"2637","CA","CAE","MBOUDA",2018,191717.199123924,7758.08418807616,7881.65048621962,NA,96504.9969497405,44325.0634960079,NA
"2638","CA","CAE","MBOUDA",2019,193957,7849,7974,30451.249,97633,7982,7176.409
"2639","CA","CAE","MBOUDA",2020,196192,7848,7848,NA,100843,44732,NA
"2640","CA","CAE","MBOUDA",2021,192737,7799.35174825243,7923.57533233412,NA,97018.3357679832,44560.8417088752,7932
"2641","CA","CAE","MBOUDA",2022,194931.300555105,7888.14695555901,8013.78481857783,NA,98122.8843913976,45068.1645358245,8022
"2642","CA","CAE","MBOUDA",2023,197075.544861211,7974.91657207016,8101.93645158219,NA,99202.236119703,45563.9143457185,8110
"2643","CA","CAE","MBOUDA",2024,198846.106453187,8046.56463470352,8174.725683305,NA,100093.486575133,45973.2686203823,8183
"2644","CA","CAE","MEIGANGA",2017,147174.241900167,5990.46519849028,5605.9481104835,NA,66921.8810902071,36665.1704686574,NA
"2645","CA","CAE","MEIGANGA",2018,151281.534956931,6157.64524167497,5762.39717013883,NA,68789.5161736196,37688.4106644053,NA
"2646","CA","CAE","MEIGANGA",2019,155477,6328,5922,24409.889,70697,6442,5752.649
"2647","CA","CAE","MEIGANGA",2020,159782,6391,6072,NA,71902,39946,NA
"2648","CA","CAE","MEIGANGA",2021,169553,6901.35265985335,6458.36735902172,NA,77097.7689980883,42240.3374952611,7026
"2649","CA","CAE","MEIGANGA",2022,174373.022455466,7097.54308286907,6641.96467488245,NA,79289.4906298914,43441.1382788132,7225
"2650","CA","CAE","MEIGANGA",2023,179081.094061764,7289.17674610653,6821.29772110427,NA,81430.3068768985,44614.0490123412,7420
"2651","CA","CAE","MEIGANGA",2024,183959.792768105,7487.75548133171,7007.13004774867,NA,83648.7092989894,45829.4676713656,7622
"2652","CA","CAE","MELONG",2017,77057.5572759099,2425.3633067186,2271.64559142154,NA,30106.712524611,18275.4070827143,NA
"2653","CA","CAE","MELONG",2018,77542.3229740741,2440.62116043532,2285.93641376313,NA,30296.1125267959,18390.3768635752,NA
"2654","CA","CAE","MELONG",2019,78038,2456,2301,12251.966,30490,2500,2887.406
"2655","CA","CAE","MELONG",2020,78518,2434,2277,NA,30779,18530,NA
"2656","CA","CAE","MELONG",2021,111748,3517.23449821736,3294.31480213212,NA,43660.4147618369,26502.789121212,3581
"2657","CA","CAE","MELONG",2022,112384.194948897,3537.25854179624,3313.06973678146,NA,43908.9788107527,26653.6727215503,3601
"2658","CA","CAE","MELONG",2023,112946.115923642,3554.94483450522,3329.63508546536,NA,44128.5237048064,26786.941085158,3619
"2659","CA","CAE","MELONG",2024,113489.14295516,3572.03644606623,3345.6434434484,NA,44340.6866555793,26915.7284540903,3636
"2660","CA","CAE","MERI",2017,160390.711886048,7511.75106936342,7302.25425155489,NA,81276.1766435593,36447.3375231296,NA
"2661","CA","CAE","MERI",2018,165111.405598098,7732.84040566377,7517.17758049176,NA,83668.3347149898,37520.072440527,NA
"2662","CA","CAE","MERI",2019,170132,7968,7746,26710.724,86213,8103,6294.884
"2663","CA","CAE","MERI",2020,175286,8238,8063,NA,88695,39439,NA
"2664","CA","CAE","MERI",2021,174796,8186.40945276997,7958.09694430205,NA,88575.8932392605,39720.8088596753,8326
