"","ist","country_code","district_name","year","district_population","live_births","surviving_infants","under5pop","under15pop","cba_women","pregnant_women"
"327","CA","ANG","CAMBUNDI CATEMBO",2023,60335,2178,2056,9575,27916,13736,2178
"328","CA","ANG","CAMBUNDI CATEMBO",2024,62143,2237,2113,9839,28256,27728,2237
"329","CA","ANG","CAMUCUIO",2017,55891.59409067,2079,1945,9770,26224,12727,2079
"330","CA","ANG","CAMUCUIO",2018,55891.59409067,2079,1945,9770,26224,12727,2079
"331","CA","ANG","CAMUCUIO",2019,59801,2368,2219,7803,27876,14182,2368
"332","CA","ANG","CAMUCUIO",2020,61861,2419,2287,10416,28609,14749,2419
"333","CA","ANG","CAMUCUIO",2021,63964,2475,769,10775,29325,15340,2475
"334","CA","ANG","CAMUCUIO",2022,66112,2525,2387,11108,30025,15955,2525
"335","CA","ANG","CAMUCUIO",2023,68305,2575,2439,11411,30706,16594,2575
"336","CA","ANG","CAMUCUIO",2024,70543,2631,2491,11683,31370,30747,2631
"337","CA","ANG","CANGANDALA",2017,49242.6243296,1832,1714,8608,23105,11213,1832
"338","CA","ANG","CANGANDALA",2018,49242.6243296,1832,1714,8608,23105,11213,1832
"339","CA","ANG","CANGANDALA",2019,52219,1922,1802,6373,25484,11330,1922
"340","CA","ANG","CANGANDALA",2020,53794,1969,1858,8493,25968,11790,1969
"341","CA","ANG","CANGANDALA",2021,55411,2011,331,8781,26416,12283,2011
"342","CA","ANG","CANGANDALA",2022,57072,2066,1952,9060,26826,12813,2066
"343","CA","ANG","CANGANDALA",2023,58782,2122,2004,9328,27197,13382,2122
"344","CA","ANG","CANGANDALA",2024,60542,2179,2059,9586,27528,27013,2179
"345","CA","ANG","CANGOLA",2017,58510.3328676,2177,2036,10228,27453,13323,2177
"346","CA","ANG","CANGOLA",2018,58510.3328676,2177,2036,10228,27453,13323,2177
"347","CA","ANG","CANGOLA",2019,61964,2311,2172,7755,30625,12958,2311
"348","CA","ANG","CANGOLA",2020,63795,2367,2240,10288,31214,13467,2367
"349","CA","ANG","CANGOLA",2021,65679,2430,7081,10626,31762,14018,2430
"350","CA","ANG","CANGOLA",2022,67624,2495,2361,10961,32271,14615,2495
"351","CA","ANG","CANGOLA",2023,69635,2570,2431,11296,32743,15261,2570
"352","CA","ANG","CANGOLA",2024,71716,2646,2506,11630,33178,32551,2646
"353","CA","ANG","CAPENDA CAMULEMBA",2017,63798.32234155,2373,2220,11152,29934,14527,2373
"354","CA","ANG","CAPENDA CAMULEMBA",2018,63798.32234155,2373,2220,11152,29934,14527,2373
"355","CA","ANG","CAPENDA CAMULEMBA",2019,67641,2455,2322,8420,30564,14589,2455
"356","CA","ANG","CAPENDA CAMULEMBA",2020,69636,2493,2372,11052,31359,15067,2493
"357","CA","ANG","CAPENDA CAMULEMBA",2021,71656,2529,1837,11326,32104,15577,2529
"358","CA","ANG","CAPENDA CAMULEMBA",2022,73707,2565,2443,11577,32795,16125,2565
"359","CA","ANG","CAPENDA CAMULEMBA",2023,75788,2607,2484,11807,33422,16714,2607
"360","CA","ANG","CAPENDA CAMULEMBA",2024,77905,2657,2529,12016,33981,33349,2657
"361","CA","ANG","CASSONGUE",2017,165525.30162411,6158,5760,28934,77664,37690,6158
"362","CA","ANG","CASSONGUE",2018,165525.30162411,6158,5760,28934,77664,37690,6158
"363","CA","ANG","CASSONGUE",2019,175337,6593,6149,21673,84306,38678,6593
"364","CA","ANG","CASSONGUE",2020,180532,6752,6338,28853,85908,40156,6752
"365","CA","ANG","CASSONGUE",2021,185874,6915,1270,29811,87412,41741,6915
"366","CA","ANG","CASSONGUE",2022,191371,7100,6670,30751,88825,43438,7100
"367","CA","ANG","CASSONGUE",2023,197036,7290,6854,31672,90156,45252,7290
"368","CA","ANG","CASSONGUE",2024,202878,7506,7051,32573,91411,89648,7506
"369","CA","ANG","CATABOLA",2017,139457.92882273,5188,4853,24377,65434,31755,5188
"370","CA","ANG","CATABOLA",2018,139457.92882273,5188,4853,24377,65434,31755,5188
"371","CA","ANG","CATABOLA",2019,148709,5800,5448,19216,74648,33456,5800
"372","CA","ANG","CATABOLA",2020,153610,5960,5633,25673,76264,34871,5960
"373","CA","ANG","CATABOLA",2021,158649,6124,1589,26610,77802,36379,6124
"374","CA","ANG","CATABOLA",2022,163836,6291,5952,27523,79262,37987,6291
"375","CA","ANG","CATABOLA",2023,169178,6480,6126,28410,80642,39700,6480
"376","CA","ANG","CATABOLA",2024,174684,6673,6309,29268,81941,80364,6673
"377","CA","ANG","CATCHIUNGO",2017,133493.19293491,4966,4646,23335,62635,30396,4966
"378","CA","ANG","CATCHIUNGO",2018,133493.19293491,4966,4646,23335,62635,30396,4966
"379","CA","ANG","CATCHIUNGO",2019,142764,5910,5510,19194,72202,31295,5910
"380","CA","ANG","CATCHIUNGO",2020,147696,6085,5712,25759,73950,32669,6085
"381","CA","ANG","CATCHIUNGO",2021,152788,6280,5597,26764,75644,34138,6280
"382","CA","ANG","CATCHIUNGO",2022,158050,6480,6075,27760,77296,35703,6480
"383","CA","ANG","CATCHIUNGO",2023,163492,6687,6272,28743,78917,37365,6687
"384","CA","ANG","CATCHIUNGO",2024,169123,6900,6481,29709,80515,78895,6900
"385","CA","ANG","CATUMBELA",2017,190200.07436315,7075,6619,33247,89242,43309,7075
"386","CA","ANG","CATUMBELA",2018,190200.07436315,7075,6619,33247,89242,43309,7075
"387","CA","ANG","CATUMBELA",2019,200402,7014,6570,23471,92472,46967,7014
"388","CA","ANG","CATUMBELA",2020,205728,7118,6718,30978,93730,48596,7118
"389","CA","ANG","CATUMBELA",2021,211132,7221,1622,31788,94841,50331,7221
"390","CA","ANG","CATUMBELA",2022,216622,7322,6920,32528,95810,52176,7322
"391","CA","ANG","CATUMBELA",2023,222206,7444,7033,33196,96644,54135,7444
"392","CA","ANG","CATUMBELA",2024,227888,7566,7154,33788,97341,95552,7566
"393","CA","ANG","CAUNGULA",2017,30828.35061212,1147,1073,5389,14465,7020,1147
"394","CA","ANG","CAUNGULA",2018,30828.35061212,1147,1073,5389,14465,7020,1147
"395","CA","ANG","CAUNGULA",2019,32693,1187,1122,4070,14773,7052,1187
"396","CA","ANG","CAUNGULA",2020,33659,1205,1147,5342,15158,7283,1205
"397","CA","ANG","CAUNGULA",2021,34637,1223,16745,5475,15519,7530,1223
"398","CA","ANG","CAUNGULA",2022,35629,1240,1181,5596,15853,7795,1240
"399","CA","ANG","CAUNGULA",2023,36637,1260,1201,5708,16157,8080,1260
"400","CA","ANG","CAUNGULA",2024,37661,1284,1223,5809,16427,16122,1284
"401","CA","ANG","CAZENGA",2017,991242.08314183,36874,34495,173269,465091,225706,36874
"402","CA","ANG","CAZENGA",2018,991242.08314183,36874,34495,173269,465091,225706,36874
"403","CA","ANG","CAZENGA",2019,1397513,51289,48300,173038,587768,356607,51289
"404","CA","ANG","CAZENGA",2020,1444260,51705,49342,228734,604611,368615,51705
"405","CA","ANG","CAZENGA",2021,1491274,52045,2686,235002,620825,380893,52045
"406","CA","ANG","CAZENGA",2022,1538510,52463,50198,240130,636345,393420,52463
"407","CA","ANG","CAZENGA",2023,1585911,52811,50552,244050,651090,406167,52811
"408","CA","ANG","CAZENGA",2024,1633414,53086,50851,246686,664969,652257,53086
"409","CA","ANG","CAZENGO",2017,186786.79435369,6948,6500,32650,87640,42531,6948
"410","CA","ANG","CAZENGO",2018,186786.79435369,6948,6500,32650,87640,42531,6948
"411","CA","ANG","CAZENGO",2019,197516,7723,7180,25250,94157,42215,7723
"412","CA","ANG","CAZENGO",2020,203168,7863,7367,33508,96114,43691,7863
"413","CA","ANG","CAZENGO",2021,208943,8023,670,34482,97956,45276,8023
"414","CA","ANG","CAZENGO",2022,214851,8186,7661,35409,99686,46978,8186
"415","CA","ANG","CAZENGO",2023,220904,8350,7826,36287,101307,48806,8350
"416","CA","ANG","CAZENGO",2024,227114,8540,8003,37114,102818,100818,8540
"417","CA","ANG","CELA",2017,245721.5336616,9141,8551,42952,115293,55951,9141
"418","CA","ANG","CELA",2018,245721.5336616,9141,8551,42952,115293,55951,9141
"419","CA","ANG","CELA",2019,260303,9787,9129,32175,125160,57421,9787
"420","CA","ANG","CELA",2020,268017,10024,9410,42835,127539,59616,10024
"421","CA","ANG","CELA",2021,275950,10265,17898,44257,129773,61969,10265
"422","CA","ANG","CELA",2022,284114,10541,9903,45653,131872,64489,10541
"423","CA","ANG","CELA",2023,292527,10824,10176,47021,133849,67183,10824
"424","CA","ANG","CELA",2024,301204,11145,10468,48360,135714,133097,11145
"425","CA","ANG","CHIBIA",2017,181650.12885499,6757,6321,31752,85230,41362,6757
"426","CA","ANG","CHIBIA",2018,181650.12885499,6757,6321,31752,85230,41362,6757
"427","CA","ANG","CHIBIA",2019,221896,8587,8029,28344,107190,51146,8587
"428","CA","ANG","CHIBIA",2020,228797,8786,8267,37712,109473,53110,8786
"429","CA","ANG","CHIBIA",2021,235874,8987,3343,38941,111637,55192,8987
"430","CA","ANG","CHIBIA",2022,243136,9215,8664,40122,113688,57397,9215
"431","CA","ANG","CHIBIA",2023,250590,9422,8878,41251,115631,59728,9422
"432","CA","ANG","CHIBIA",2024,258246,9658,9103,42327,117468,115193,9658
"433","CA","ANG","CHICOMBA",2017,144360.87154281,5370,5024,25234,67734,32871,5370
"434","CA","ANG","CHICOMBA",2018,144360.87154281,5370,5024,25234,67734,32871,5370
"435","CA","ANG","CHICOMBA",2019,153416,5937,5551,19597,74110,35362,5937
"436","CA","ANG","CHICOMBA",2020,158191,6075,5716,26074,75690,36720,6075
"437","CA","ANG","CHICOMBA",2021,163089,6214,11661,26925,77189,38161,6214
"438","CA","ANG","CHICOMBA",2022,168114,6372,5991,27742,78608,39687,6372
"439","CA","ANG","CHICOMBA",2023,173272,6515,6138,28523,79953,41300,6515
"440","CA","ANG","CHICOMBA",2024,178571,6679,6294,29268,81227,79653,6679
"441","CA","ANG","CHINGUAR",2017,142474.7225071,5300,4958,24905,66849,32441,5300
"442","CA","ANG","CHINGUAR",2018,142474.7225071,5300,4958,24905,66849,32441,5300
"443","CA","ANG","CHINGUAR",2019,151935,5925,5566,19633,76267,34181,5925
"444","CA","ANG","CHINGUAR",2020,156944,6089,5755,26230,77919,35628,6089
"445","CA","ANG","CHINGUAR",2021,162095,6257,2449,27188,79492,37170,6257
"446","CA","ANG","CHINGUAR",2022,167396,6428,6082,28121,80984,38812,6428
"447","CA","ANG","CHINGUAR",2023,172857,6620,6259,29027,82396,40564,6620
"448","CA","ANG","CHINGUAR",2024,178485,6818,6446,29905,83724,82113,6818
"449","CA","ANG","CHIPINDO",2017,70878.11189862,2637,2467,12389,33256,16139,2637
"450","CA","ANG","CHIPINDO",2018,70878.11189862,2637,2467,12389,33256,16139,2637
"451","CA","ANG","CHIPINDO",2019,75324,2915,2726,9622,36386,17362,2915
"452","CA","ANG","CHIPINDO",2020,77670,2983,2807,12802,37163,18029,2983
"453","CA","ANG","CHIPINDO",2021,80074,3051,34453,13220,37898,18736,3051
"454","CA","ANG","CHIPINDO",2022,82542,3128,2941,13621,38596,19486,3128
"455","CA","ANG","CHIPINDO",2023,85075,3199,3014,14005,39256,20278,3199
"456","CA","ANG","CHIPINDO",2024,87677,3279,3090,14370,39882,39109,3279
"457","CA","ANG","CHITATO",2017,227861.79426127,8476,7930,39830,106913,51884,8476
"458","CA","ANG","CHITATO",2018,227861.79426127,8476,7930,39830,106913,51884,8476
"459","CA","ANG","CHITATO",2019,226528,8223,7776,28199,102359,48860,8223
"460","CA","ANG","CHITATO",2020,233222,8349,7945,37016,105028,50462,8349
"461","CA","ANG","CHITATO",2021,240003,8472,3133,37934,107530,52174,8472
"462","CA","ANG","CHITATO",2022,246880,8591,8184,38778,109846,54010,8591
"463","CA","ANG","CHITATO",2023,253864,8733,8321,39550,111954,55986,8733
"464","CA","ANG","CHITATO",2024,260967,8899,8472,40253,113831,111713,8899
"465","CA","ANG","CHITEMBO",2017,86073.08331348,3202,2995,15046,40385,19599,3202
"466","CA","ANG","CHITEMBO",2018,86073.08331348,3202,2995,15046,40385,19599,3202
"467","CA","ANG","CHITEMBO",2019,91790,3580,3363,11861,46076,20650,3580
"468","CA","ANG","CHITEMBO",2020,94816,3679,3477,15846,47074,21524,3679
"469","CA","ANG","CHITEMBO",2021,97928,3780,1410,16425,48024,22456,3780
"470","CA","ANG","CHITEMBO",2022,101132,3883,3674,16989,48926,23448,3883
"471","CA","ANG","CHITEMBO",2023,104431,4000,3781,17537,49779,24506,4000
"472","CA","ANG","CHITEMBO",2024,107832,4119,3894,18067,50582,49608,4119
"473","CA","ANG","CHONGOROI",2017,94424.30346274,3513,3286,16505,44304,21500,3513
"474","CA","ANG","CHONGOROI",2018,94424.30346274,3513,3286,16505,44304,21500,3513
"475","CA","ANG","CHONGOROI",2019,99484,3482,3261,11652,45905,23316,3482
"476","CA","ANG","CHONGOROI",2020,102127,3534,3335,15378,46529,24124,3534
"477","CA","ANG","CHONGOROI",2021,104809,3584,5884,15780,47081,24985,3584
"478","CA","ANG","CHONGOROI",2022,107533,3635,3435,16147,47561,25900,3635
"479","CA","ANG","CHONGOROI",2023,110303,3695,3491,16479,47974,26873,3695
"480","CA","ANG","CHONGOROI",2024,113123,3756,3551,16772,48320,47432,3756
"481","CA","ANG","CONDA",2017,97494.06793857,3627,3393,17042,45744,22199,3627
"482","CA","ANG","CONDA",2018,97494.06793857,3627,3393,17042,45744,22199,3627
"483","CA","ANG","CONDA",2019,103286,3884,3622,12767,49662,22784,3884
"484","CA","ANG","CONDA",2020,106348,3977,3734,16997,50607,23655,3977
"485","CA","ANG","CONDA",2021,109498,4073,1346,17561,51494,24590,4073
"486","CA","ANG","CONDA",2022,112738,4183,3929,18115,52328,25590,4183
"487","CA","ANG","CONDA",2023,116078,4295,4038,18658,53113,26659,4295
"488","CA","ANG","CONDA",2024,119523,4422,4154,19190,53854,52815,4422
"489","CA","ANG","CUANGAR",2017,44193.33131197,1644,1538,7725,20736,10063,1644
"490","CA","ANG","CUANGAR",2018,44193.33131197,1644,1538,7725,20736,10063,1644
"491","CA","ANG","CUANGAR",2019,33031,1212,1136,4020,15144,7732,1212
"492","CA","ANG","CUANGAR",2020,34037,1236,1167,5347,15474,8023,1236
"493","CA","ANG","CUANGAR",2021,35061,1255,621,5516,15787,8327,1255
"494","CA","ANG","CUANGAR",2022,36106,1278,1210,5669,16083,8647,1278
"495","CA","ANG","CUANGAR",2023,37170,1301,1233,5806,16357,8983,1301
"496","CA","ANG","CUANGAR",2024,38255,1324,1256,5927,16608,16294,1324
"497","CA","ANG","CUANGO",2017,201151.26870961,7483,7000,35161,94380,45802,7483
"498","CA","ANG","CUANGO",2018,201151.26870961,7483,7000,35161,94380,45802,7483
"499","CA","ANG","CUANGO",2019,213302,7743,7322,26553,96383,46007,7743
"500","CA","ANG","CUANGO",2020,219600,7862,7481,34854,98893,47515,7862
"501","CA","ANG","CUANGO",2021,225979,7977,11976,35717,101247,49125,7977
"502","CA","ANG","CUANGO",2022,232449,8089,7705,36511,103425,50853,8089
"503","CA","ANG","CUANGO",2023,239020,8222,7834,37238,105407,52713,8222
"504","CA","ANG","CUANGO",2024,245703,8378,7977,37899,107173,105179,8378
"505","CA","ANG","CUANHAMA",2017,411376.01198007,15303,14316,71909,193018,93670,15303
"506","CA","ANG","CUANHAMA",2018,411376.01198007,15303,14316,71909,193018,93670,15303
"507","CA","ANG","CUANHAMA",2019,437819,16988,15857,55881,206363,104193,16988
"508","CA","ANG","CUANHAMA",2020,451809,17395,16339,74409,211402,108100,17395
"509","CA","ANG","CUANHAMA",2021,466192,17809,1163,76884,216320,112187,17809
"510","CA","ANG","CUANHAMA",2022,480975,18277,17166,79268,221091,116474,18277
"511","CA","ANG","CUANHAMA",2023,496168,18706,17601,81558,225681,120985,18706
"512","CA","ANG","CUANHAMA",2024,511781,19192,18051,83746,230056,225543,19192
"513","CA","ANG","CUBAL",2017,330658.14324256,12300,11507,57799,155145,75291,12300
"514","CA","ANG","CUBAL",2018,330658.14324256,12300,11507,57799,155145,75291,12300
"515","CA","ANG","CUBAL",2019,348365,12193,11420,40801,160746,81645,12193
"516","CA","ANG","CUBAL",2020,357617,12374,11678,53850,162931,84474,12374
"517","CA","ANG","CUBAL",2021,367005,12552,1881,55255,164860,87488,12552
"518","CA","ANG","CUBAL",2022,376542,12727,12028,56541,166541,90694,12727
"519","CA","ANG","CUBAL",2023,386241,12939,12225,57702,167987,94098,12939
"520","CA","ANG","CUBAL",2024,396111,13151,12436,58730,169196,166088,13151
"521","CA","ANG","CUCHI",2017,66733.07659442,2482,2322,11665,31311,15195,2482
"522","CA","ANG","CUCHI",2018,66733.07659442,2482,2322,11665,31311,15195,2482
"523","CA","ANG","CUCHI",2019,49869,1830,1715,6069,22864,11673,1830
"524","CA","ANG","CUCHI",2020,51385,1865,1762,8073,23361,12112,1865
"525","CA","ANG","CUCHI",2021,52930,1895,3840,8327,23834,12571,1895
"526","CA","ANG","CUCHI",2022,54505,1929,1827,8558,24278,13053,1929
"527","CA","ANG","CUCHI",2023,56111,1964,1861,8765,24692,13560,1964
"528","CA","ANG","CUCHI",2024,57746,1998,1896,8947,25070,24596,1998
"529","CA","ANG","CUEMBA",2017,62732.93086629,2334,2183,10966,29434,14284,2334
"530","CA","ANG","CUEMBA",2018,62732.93086629,2334,2183,10966,29434,14284,2334
"531","CA","ANG","CUEMBA",2019,66905,2609,2451,8645,33584,15052,2609
"532","CA","ANG","CUEMBA",2020,69111,2681,2534,11550,34312,15689,2681
"533","CA","ANG","CUEMBA",2021,71381,2755,775,11972,35006,16368,2755
"534","CA","ANG","CUEMBA",2022,73717,2831,2678,12384,35663,17092,2831
"535","CA","ANG","CUEMBA",2023,76123,2916,2756,12783,36285,17863,2916
"536","CA","ANG","CUEMBA",2024,78603,3003,2839,13170,36871,36162,3003
"537","CA","ANG","CUILO",2017,22991.22582932,855,800,4019,10787,5235,855
"538","CA","ANG","CUILO",2018,22991.22582932,855,800,4019,10787,5235,855
"539","CA","ANG","CUILO",2019,24385,885,837,3036,11019,5260,885
"540","CA","ANG","CUILO",2020,25106,899,855,3985,11306,5432,899
"541","CA","ANG","CUILO",2021,25837,912,8005,4084,11576,5617,912
"542","CA","ANG","CUILO",2022,26577,925,881,4174,11825,5814,925
"543","CA","ANG","CUILO",2023,27329,940,896,4258,12052,6027,940
"544","CA","ANG","CUILO",2024,28095,958,912,4334,12255,12027,958
"545","CA","ANG","CUIMBA",2017,76307.03913702,2839,2655,13338,35803,17375,2839
"546","CA","ANG","CUIMBA",2018,76307.03913702,2839,2655,13338,35803,17375,2839
"547","CA","ANG","CUIMBA",2019,81311,2960,2817,10212,35839,18816,2960
"548","CA","ANG","CUIMBA",2020,83917,2996,2879,13446,36818,19475,2996
"549","CA","ANG","CUIMBA",2021,86552,3029,326,13804,37748,20162,3029
"550","CA","ANG","CUIMBA",2022,89216,3060,2946,14113,38626,20878,3060
"551","CA","ANG","CUIMBA",2023,91910,3097,2980,14369,39446,21625,3097
"552","CA","ANG","CUIMBA",2024,94633,3132,3015,14571,40202,39448,3132
"553","CA","ANG","CUITO",2017,496551.98620023,18472,17280,86797,232982,113065,18472
"554","CA","ANG","CUITO",2018,496551.98620023,18472,17280,86797,232982,113065,18472
"555","CA","ANG","CUITO",2019,529564,20653,19401,68430,265826,119138,20653
"556","CA","ANG","CUITO",2020,547030,21225,20059,91424,271589,124181,21225
"557","CA","ANG","CUITO",2021,564992,21809,1506,94764,277074,129557,21809
"558","CA","ANG","CUITO",2022,583479,22406,21198,98018,282280,135285,22406
"559","CA","ANG","CUITO",2023,602519,23077,21816,101179,287202,141391,23077
"560","CA","ANG","CUITO",2024,622145,23766,22469,104240,291837,286220,23766
"561","CA","ANG","CUITO CUANAVALE",2017,63401.62370907,2359,2206,11083,29748,14437,2359
"562","CA","ANG","CUITO CUANAVALE",2018,63401.62370907,2359,2206,11083,29748,14437,2359
"563","CA","ANG","CUITO CUANAVALE",2019,47387,1739,1630,5767,21726,11092,1739
"564","CA","ANG","CUITO CUANAVALE",2020,48830,1773,1674,7671,22199,11509,1773
"565","CA","ANG","CUITO CUANAVALE",2021,50299,1801,891,7913,22649,11946,1801
"566","CA","ANG","CUITO CUANAVALE",2022,51798,1834,1736,8133,23073,12405,1834
"567","CA","ANG","CUITO CUANAVALE",2023,53324,1866,1768,8330,23466,12887,1866
"568","CA","ANG","CUITO CUANAVALE",2024,54880,1899,1802,8503,23825,23375,1899
"569","CA","ANG","CUNDA DIA BAZE",2017,13773.0048546,512,479,2408,6462,3136,512
"570","CA","ANG","CUNDA DIA BAZE",2018,13773.0048546,512,479,2408,6462,3136,512
"571","CA","ANG","CUNDA DIA BAZE",2019,14607,538,504,1783,7129,3169,538
"572","CA","ANG","CUNDA DIA BAZE",2020,15048,551,520,2376,7264,3298,551
"573","CA","ANG","CUNDA DIA BAZE",2021,15500,563,1479,2456,7389,3436,563
"574","CA","ANG","CUNDA DIA BAZE",2022,15965,578,546,2534,7504,3584,578
"575","CA","ANG","CUNDA DIA BAZE",2023,16443,594,560,2609,7608,3743,594
"576","CA","ANG","CUNDA DIA BAZE",2024,16936,610,576,2682,7701,7557,610
"577","CA","ANG","CUNHINGA",2017,81304.38354958,3025,2829,14212,38148,18513,3025
"578","CA","ANG","CUNHINGA",2018,81304.38354958,3025,2829,14212,38148,18513,3025
"579","CA","ANG","CUNHINGA",2019,86702,3381,3176,11204,43522,19506,3381
"580","CA","ANG","CUNHINGA",2020,89560,3475,3284,14968,44465,20331,3475
"581","CA","ANG","CUNHINGA",2021,92499,3570,2576,15514,45362,21211,3570
"582","CA","ANG","CUNHINGA",2022,95524,3668,3470,16047,46213,22148,3668
"583","CA","ANG","CUNHINGA",2023,98640,3778,3572,16564,47019,23147,3778
"584","CA","ANG","CUNHINGA",2024,101852,3891,3678,17065,47777,46857,3891
"585","CA","ANG","CUROCA",2017,45129.09496521,1679,1570,7889,21175,10276,1679
"586","CA","ANG","CUROCA",2018,45129.09496521,1679,1570,7889,21175,10276,1679
"587","CA","ANG","CUROCA",2019,48040,1864,1740,6132,22643,11433,1864
"588","CA","ANG","CUROCA",2020,49577,1909,1793,8165,23197,11862,1909
"589","CA","ANG","CUROCA",2021,51157,1954,2406,8437,23738,12311,1954
"590","CA","ANG","CUROCA",2022,52781,2006,1884,8699,24262,12782,2006
"591","CA","ANG","CUROCA",2023,54450,2053,1932,8950,24766,13277,2053
"592","CA","ANG","CUROCA",2024,56165,2106,1981,9191,25247,24752,2106
"593","CA","ANG","CUVANGO",2017,86023.79019769,3200,2994,15037,40362,19588,3200
"594","CA","ANG","CUVANGO",2018,86023.79019769,3200,2994,15037,40362,19588,3200
"595","CA","ANG","CUVANGO",2019,91425,3538,3308,11678,44164,21073,3538
"596","CA","ANG","CUVANGO",2020,94272,3620,3406,15538,45107,21883,3620
"597","CA","ANG","CUVANGO",2021,97192,3703,4664,16046,46000,22742,3703
"598","CA","ANG","CUVANGO",2022,100187,3797,3570,16533,46846,23651,3797
"599","CA","ANG","CUVANGO",2023,103262,3883,3658,16999,47649,24613,3883
"600","CA","ANG","CUVANGO",2024,106421,3980,3751,17442,48408,47470,3980
"601","CA","ANG","CUVELAI",2017,63045.19054234,2345,2194,11020,29581,14355,2345
"602","CA","ANG","CUVELAI",2018,63045.19054234,2345,2194,11020,29581,14355,2345
"603","CA","ANG","CUVELAI",2019,67096,2603,2430,8564,31625,15968,2603
"604","CA","ANG","CUVELAI",2020,69240,2666,2504,11403,32397,16566,2666
"605","CA","ANG","CUVELAI",2021,71444,2729,4959,11783,33151,17193,2729
